country,source,sector,gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NZL,UNFCCC_AI,Total GHG emissions without LULUCF,N2O,4.927112796,5.006247944,5.04135044,5.252472083,5.487057336,5.729904961,5.800274666,5.889658991,5.833310897,5.865988512,6.176742188,6.551878366,6.822824557,7.003268199,7.046620908,7.089353825,7.021603546,6.770139685,6.764416204,6.667820268,6.873634557,7.061104159,7.209712247,7.230130151,7.371558671,7.450754938,7.46927139,7.498677543,7.592453246
NZL,UNFCCC_AI,Waste,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,UNFCCC_AI,Waste,Aggregate GHGs,4.047613817,4.158867945,4.264426179,4.361825691,4.311854236,4.395991625,4.483549835,4.554380494,4.607096013,4.660567772,4.734143203,4.792726753,4.838227988,4.786179198,4.812221032,4.837978703,4.761868564,4.744620254,4.684612231,4.621966443,4.517847662,4.403480093,4.339955943,4.260634794,4.189688735,4.14568455,4.076744456,4.092625891,4.057431337
NZL,UNFCCC_AI,Waste,CH4,3.944257289,4.052731057,4.157150408,4.253594383,4.202928947,4.28562235,4.372331839,4.441928817,4.49232195,4.54429343,4.616192474,4.677156539,4.72801571,4.675171662,4.700292408,4.726643267,4.651097926,4.634815148,4.57417982,4.510802924,4.404969997,4.289216677,4.224202277,4.142474531,4.068220449,4.020299248,3.947828931,3.960553664,3.921623275
NZL,UNFCCC_AI,Waste,CO2,0.017119511,0.017090819,0.017031341,0.016995764,0.016419721,0.016215167,0.015711984,0.015951318,0.015996172,0.015600586,0.014778025,0.009744115,0.008991053,0.008235458,0.00820253,0.007029566,0.005824115,0.004282738,0.004148636,0.004087867,0.004115153,0.004024252,0.004031341,0.003959529,0.003961447,0.003889792,0.00390193,0.003751681,0.003676143
NZL,UNFCCC_AI,Waste,N2O,0.086237016,0.08904607,0.09024443,0.091235545,0.092505567,0.094154107,0.095506012,0.096500359,0.098777891,0.100673756,0.103172704,0.105826099,0.101221225,0.102772079,0.103726094,0.104305871,0.104946523,0.105522369,0.106283776,0.107075652,0.108762512,0.110239164,0.111722325,0.114200734,0.117506838,0.121495511,0.125013594,0.128320546,0.132131918
POL,UNFCCC_AI,Agriculture,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Agriculture,Aggregate GHGs,48.46325441,41.55806959,37.70719604,36.36363893,35.93494694,35.86810468,34.89483246,35.57686756,35.42676642,33.77374874,32.06948271,31.81473612,30.87323126,30.31793075,30.43300151,30.69939203,31.27599962,31.92298887,32.07889469,31.36984297,30.70511858,31.08104183,30.97738915,31.59481679,31.4897661,30.74163043,31.30525099,32.73484211,33.11707237
POL,UNFCCC_AI,Agriculture,CH4,23.85212105,21.60513125,19.84557981,18.23765634,18.01102034,17.08128654,16.46432823,16.7982792,16.45379779,15.67545955,14.55474655,14.057498,13.79539178,13.79068845,13.39476076,13.70814942,13.9845917,14.08515259,13.91135121,13.61029271,13.55374756,13.50926364,13.4956653,13.55530266,13.69208536,13.87255264,13.70351636,14.2764934,14.58824311
POL,UNFCCC_AI,Agriculture,CO2,2.570502239,1.865080521,1.563332906,1.558052761,1.478284305,1.812740553,1.725160227,1.900873513,1.818012341,1.517556468,1.413425118,1.415322307,1.350556152,1.299593128,1.32342441,1.296503479,0.952600693,0.791866838,0.83262459,0.756463028,0.771560463,0.779713526,0.7414947,0.847448232,0.844151903,0.719568732,1.011490812,0.890497001,0.939825087
POL,UNFCCC_AI,Agriculture,N2O,22.04063112,18.08785782,16.29828332,16.56792983,16.44564229,16.97407758,16.70534401,16.87771485,17.15495629,16.58073273,16.10131104,16.34191581,15.72728333,15.22764918,15.71481635,15.69473914,16.33880723,17.04596944,17.33491889,17.00308723,16.37981056,16.79206467,16.74022915,17.19206589,16.95352883,16.14950906,16.59024382,17.56785171,17.58900417
POL,UNFCCC_AI,Energy,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Energy,Aggregate GHGs,382.4124648,380.5505253,372.7232136,374.2503129,367.1897328,368.2712739,384.2674768,372.9425324,344.516148,335.8635574,322.2556326,323.2483644,316.0656293,327.2551125,331.4892681,331.8276433,344.4280135,341.2831749,336.2862684,324.849912,342.0374188,338.5067878,332.4132486,328.9129477,315.2099992,319.2374801,329.9466774,342.8663784,342.0875832
POL,UNFCCC_AI,Energy,CH4,25.38816554,23.22261386,23.42425984,23.54603421,23.46018409,23.24997334,23.37193681,23.09942106,21.57851049,21.34699873,21.06262916,23.80370031,22.79038498,23.19472961,23.5180362,23.85731852,24.06947482,23.31025196,23.53546338,22.67478156,22.76996889,22.23315504,22.42335556,22.75361965,22.5071606,23.42163823,23.63916409,23.44093326,22.90304247
POL,UNFCCC_AI,Energy,CO2,354.8658461,355.1718829,347.0122251,348.0847585,340.9639243,342.1394054,357.7809099,346.5821911,319.821479,311.2933839,298.0203189,296.2792861,290.2241183,301.4681055,305.3236622,305.2676452,317.8302785,315.497824,310.2892278,299.8280566,316.8078744,313.795029,307.524137,303.7482607,290.3789431,293.4750425,303.8607707,316.7658206,316.466187
POL,UNFCCC_AI,Energy,N2O,2.158453118,2.156028585,2.286728647,2.619520238,2.765624422,2.88189518,3.114630078,3.260920237,3.116158471,3.223174733,3.172684526,3.165378047,3.051126068,2.592277371,2.647569721,2.702679597,2.528260109,2.475099025,2.461577181,2.347073818,2.459575491,2.478603749,2.465756057,2.411067391,2.323895463,2.340799394,2.446742608,2.659624591,2.718353776
POL,UNFCCC_AI,Industrial Processes and Product Use,Aggregate F-gases,0.141869787,0.141311245,0.134630336,0.14485691,0.166043792,0.373060369,0.45849356,0.56604715,0.642641838,0.808575652,1.271822226,1.79020912,2.353973148,2.916657748,3.386182082,4.08465858,4.835818367,5.291710048,5.766780409,4.800517718,6.248396757,6.817388683,7.10366045,7.547169899,8.25585147,8.451645242,6.009937481,6.131103171,4.291404113
POL,UNFCCC_AI,Industrial Processes and Product Use,Aggregate GHGs,22.62118451,19.90457126,19.20759965,19.27614556,21.53613357,22.95584627,22.13115341,23.01419998,21.39481948,20.41727792,23.16884925,21.75840175,20.40840028,23.2999745,24.93170085,24.8728239,27.27851355,29.68150848,28.37539052,21.61177509,24.15131385,26.97153088,25.959434,25.65492512,27.34095306,27.8219885,25.55713957,26.11758153,24.89188992
POL,UNFCCC_AI,Industrial Processes and Product Use,CH4,0.062799922,0.048212071,0.046520022,0.044391044,0.043354459,0.049636102,0.051143021,0.054008574,0.050355546,0.045229692,0.052146365,0.047803703,0.053431162,0.052354435,0.055733959,0.047164577,0.069913157,0.072880106,0.064442425,0.060310736,0.062400493,0.068832841,0.060169995,0.063654122,0.062967045,0.06552544,0.050941211,0.064478132,0.061869079
POL,UNFCCC_AI,Industrial Processes and Product Use,CO2,18.76011158,16.44272932,15.80419031,15.43277872,17.67846591,18.50910249,17.59743705,18.59839902,17.16951274,16.08690802,17.64031938,15.61192072,14.4018057,16.07380572,17.1318696,16.18311632,17.8417792,19.6178946,18.56042584,15.57935387,16.60407526,18.94350398,17.54584733,17.06209264,18.16221527,18.42365616,18.52464252,19.08177704,19.66107048
POL,UNFCCC_AI,Industrial Processes and Product Use,N2O,3.656403219,3.272318628,3.222258988,3.654118886,3.648269406,4.024047301,4.024079781,3.795745228,3.532309358,3.476564551,4.204561282,4.308468216,3.599190268,4.257156596,4.357915202,4.557884427,4.531002826,4.699023717,3.983741842,1.171592765,1.236441333,1.141805373,1.249756225,0.982008453,0.859919279,0.881161654,0.971618358,0.840223183,0.877546246
POL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,-32.43372655,-25.24268399,-3.050191278,-8.413052032,-9.448881344,-19.88515036,-37.79123406,-37.60058484,-43.58830338,-39.92459089,-37.06636722,-28.79845363,-38.43933268,-40.9596108,-52.1934371,-51.04632186,-44.38678358,-38.09028509,-37.51950387,-37.08248626,-34.51437693,-41.32892103,-41.0198005,-43.17731663,-34.55447649,-31.98372578,-30.84261261,-36.87045674,-36.45104044
POL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CH4,0.035086135,0.017012637,0.177897177,0.037081836,0.038992607,0.028755766,0.054187578,0.028229291,0.016758851,0.033669729,0.026274069,0.013901421,0.02153462,0.079285228,0.016556005,0.023287601,0.027307838,0.013192784,0.014536462,0.016122762,0.008800637,0.011256521,0.027712113,0.006975539,0.012572736,0.025472519,0.010109686,0.00545495,0.016696001
POL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CO2,-32.99248865,-25.76695767,-3.826002467,-8.972990164,-10.01517062,-20.43396075,-38.34690106,-38.09527007,-44.06131735,-40.41098157,-37.50448389,-29.21709028,-38.84131011,-41.43308575,-52.5626122,-51.4128315,-44.75316879,-38.4419883,-37.87111835,-37.44095528,-34.8727672,-41.68692282,-41.43518309,-43.56218981,-35.12202568,-32.57946279,-32.26686049,-37.48975787,-37.15646201
POL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",N2O,0.523675959,0.507261043,0.597914011,0.522856297,0.527296665,0.520054618,0.50147942,0.466455941,0.456255121,0.452720949,0.411842599,0.404735229,0.380442811,0.394189725,0.352619091,0.343222046,0.339077372,0.338510422,0.33707802,0.342346256,0.349589626,0.346745272,0.387670475,0.377897639,0.554976446,0.570264491,1.414138193,0.613846174,0.688725565
POL,UNFCCC_AI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate F-gases,0.141869787,0.141311245,0.134630336,0.14485691,0.166043792,0.373060369,0.45849356,0.56604715,0.642641838,0.808575652,1.271822226,1.79020912,2.353973148,2.916657748,3.386182082,4.08465858,4.835818367,5.291710048,5.766780409,4.800517718,6.248396757,6.817388683,7.10366045,7.547169899,8.25585147,8.451645242,6.009937481,6.131103171,4.291404113
POL,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate GHGs,442.6465895,437.8840192,447.4356689,441.9142101,435.2001112,426.8373885,422.7642601,412.8480805,376.4618507,368.5762146,358.8835117,366.0974478,346.7351743,357.5914726,351.9081113,353.4132113,375.3549786,381.4072167,375.6048859,357.0023155,378.411946,370.6771919,363.5067602,357.9698757,353.9150296,359.6903992,369.4258791,377.8089139,376.4053326
POL,UNFCCC_AI,Total GHG emissions with LULUCF,CH4,69.83204779,64.92723017,63.28249243,61.25541772,60.50693142,59.00316373,58.16103925,57.8612631,55.72739312,54.5165303,53.12301923,54.88142543,53.28718026,53.4489141,53.09231676,53.49916661,53.71866464,52.84319667,52.66655935,51.35454681,51.16493386,50.00351584,49.77119838,49.88616035,49.25953448,49.8312544,49.28116635,49.24329807,48.7699172
POL,UNFCCC_AI,Total GHG emissions with LULUCF,CO2,343.5540293,348.0263629,360.8518672,356.3977055,350.4016373,342.3273061,339.0609346,329.2900531,295.0715691,288.7563503,279.8335503,284.4305717,267.5620228,277.9729654,271.5835976,271.7484354,292.2843427,297.9265095,292.2738803,279.1667454,299.7340168,292.265112,284.9130284,278.6632505,274.7988901,280.5196846,291.7444746,299.8506639,300.5492798
POL,UNFCCC_AI,Total GHG emissions with LULUCF,N2O,29.11864257,24.78911492,23.16667892,24.11622998,24.12549872,25.13385836,25.08379264,25.13071715,25.02024663,24.4947583,24.65511993,24.9952415,23.53199808,23.25293535,23.8460148,24.0809507,24.51615287,25.3458004,24.89766587,21.68050559,21.26459864,21.59117542,21.71887296,21.87329491,21.60075354,20.88781504,22.39030066,22.58384878,22.79473146
POL,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate F-gases,0.141869787,0.141311245,0.134630336,0.14485691,0.166043792,0.373060369,0.45849356,0.56604715,0.642641838,0.808575652,1.271822226,1.79020912,2.353973148,2.916657748,3.386182082,4.08465858,4.835818367,5.291710048,5.766780409,4.800517718,6.248396757,6.817388683,7.10366045,7.547169899,8.25585147,8.451645242,6.009937481,6.131103171,4.291404113
POL,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate GHGs,475.0803161,463.1267032,450.4858602,450.3272621,444.6489925,446.7225389,460.5554942,450.4486653,420.0501541,408.5008055,395.9498789,394.8959014,385.174507,398.5510834,404.1015484,404.4595332,419.7417622,419.4975018,413.1243898,394.0848018,412.9263229,412.0061129,404.5265607,401.1471923,388.4695061,391.674125,400.2684917,414.6793706,412.856373
POL,UNFCCC_AI,Total GHG emissions without LULUCF,CH4,69.79696166,64.91021753,63.10459525,61.21833588,60.46793881,58.97440796,58.10685167,57.83303381,55.71063427,54.48286057,53.09674516,54.86752401,53.26564564,53.36962887,53.07576076,53.47587901,53.6913568,52.83000389,52.65202289,51.33842405,51.15613322,49.99225932,49.74348627,49.87918481,49.24696174,49.80578188,49.27105666,49.23784312,48.7532212
POL,UNFCCC_AI,Total GHG emissions without LULUCF,CO2,376.546518,373.7933206,364.6778697,365.3706957,360.4168079,362.7612669,377.4078357,367.3853232,339.1328865,329.1673319,317.3380342,313.647662,306.4033329,319.4060512,324.1462098,323.1612669,337.0375115,336.3684978,330.1449987,316.6077007,334.606784,333.9520348,326.3482115,322.2254403,309.9209158,313.0991474,324.0113351,337.3404218,337.7057418
POL,UNFCCC_AI,Total GHG emissions without LULUCF,N2O,28.59496661,24.28185388,22.56876491,23.59337368,23.59820206,24.61380374,24.58231322,24.66426121,24.56399151,24.04203735,24.24327733,24.59050627,23.15155527,22.85874563,23.49339571,23.73772865,24.1770755,25.00728998,24.56058785,21.33815933,20.91500901,21.24443015,21.33120249,21.49539727,21.04577709,20.31755055,20.97616247,21.97000261,22.1060059
POL,UNFCCC_AI,Waste,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,UNFCCC_AI,Waste,Aggregate GHGs,21.5834123,21.11353703,20.8478509,20.43716473,19.98817926,19.62731408,19.2620315,18.91506537,18.71242023,18.44622143,18.45591434,18.07439911,17.82724607,17.67806568,17.2475779,17.05967386,16.75923557,16.60982945,16.38383623,16.2532717,16.03247175,15.4467524,15.17648893,14.9845027,14.42878773,13.87302599,13.45942369,12.96056859,12.7598275
POL,UNFCCC_AI,Waste,CH4,20.49387514,20.03426034,19.78823558,19.39025429,18.95337992,18.59351198,18.21944362,17.88132498,17.62797044,17.41517261,17.42722309,16.95852199,16.62643772,16.33185637,16.10722985,15.8632465,15.56737713,15.36171923,15.14076587,14.99303903,14.77001628,14.18100779,13.76429542,13.50660837,12.98474874,12.44606557,11.877435,11.45593833,11.20006654
POL,UNFCCC_AI,Waste,CO2,0.350058009,0.313627843,0.298121366,0.295105712,0.296133403,0.300018417,0.304328532,0.303859502,0.323882398,0.269483482,0.263970765,0.341132922,0.426852755,0.564546813,0.367253616,0.414001869,0.412853104,0.460912423,0.462720423,0.443827154,0.423273833,0.433788249,0.536732469,0.567638791,0.535605476,0.48087998,0.614431013,0.602327136,0.638659257
POL,UNFCCC_AI,Waste,N2O,0.739479154,0.765648842,0.761493953,0.751804728,0.738665938,0.733783679,0.738259357,0.729880893,0.760567396,0.761565336,0.764720481,0.774744196,0.773955599,0.781662487,0.773094437,0.782425494,0.779005338,0.787197794,0.780349941,0.816405516,0.839181634,0.831956359,0.875461044,0.910255539,0.90843352,0.946080439,0.967557678,0.902303122,0.921101703
PRT,UNFCCC_AI,Agriculture,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,Agriculture,Aggregate GHGs,7.149502712,7.169180528,7.055333874,6.998692683,7.024917453,7.065395597,7.260043438,7.28447348,7.232336751,7.361249649,7.490782665,7.244788956,7.125818629,6.652215055,6.751402463,6.691212062,6.619361857,6.735239452,6.675798485,6.580710706,6.504692468,6.460382194,6.497500866,6.481503286,6.618525639,6.612268225,6.640166029,6.75626919,6.79876174
PRT,UNFCCC_AI,Agriculture,CH4,4.511678604,4.549514903,4.477347197,4.436039164,4.446397627,4.534216443,4.57717288,4.608181555,4.644083539,4.7126763,4.68893886,4.545668578,4.424509628,4.308299353,4.328066207,4.38956538,4.398104801,4.359037015,4.335893048,4.285876219,4.2289324,4.180057864,4.150078433,4.086020647,4.092800561,4.150035853,4.234786973,4.330251147,4.39042511
PRT,UNFCCC_AI,Agriculture,CO2,0.033869923,0.033869923,0.033869923,0.033869923,0.033869923,0.023844116,0.035026475,0.036923785,0.024950251,0.035730006,0.045312071,0.040533283,0.028639399,0.027314224,0.025320673,0.029813005,0.043394341,0.047657052,0.055207143,0.052920337,0.034571598,0.043064437,0.041762948,0.034224552,0.048013957,0.056196832,0.055582009,0.052649702,0.047786297
PRT,UNFCCC_AI,Agriculture,N2O,2.603954186,2.585795701,2.544116754,2.528783596,2.544649903,2.507335037,2.647844084,2.63936814,2.56330296,2.612843344,2.756531735,2.658587095,2.672669602,2.316601478,2.398015583,2.271833677,2.177862714,2.328545385,2.284698294,2.241914151,2.241188471,2.237259892,2.305659485,2.361258086,2.477711121,2.406035539,2.349797046,2.373368342,2.360550333
PRT,UNFCCC_AI,Energy,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,Energy,Aggregate GHGs,40.64995079,42.58473725,46.74120514,45.27586297,46.01164289,49.61293961,46.84701412,49.43952185,53.98658017,61.34019865,59.93469892,60.27384589,64.45036969,59.35825699,61.66647141,63.97307876,59.57257541,56.46574698,54.52576342,53.34828633,48.853928,48.15701137,46.68371007,44.52802221,43.95153944,48.39336525,47.2269256,51.26984659,48.46937383
PRT,UNFCCC_AI,Energy,CH4,0.708892589,0.68708331,0.670621538,0.652767839,0.62066365,0.553727504,0.548125732,0.535107093,0.525709703,0.521131631,0.520696395,0.504613826,0.49629353,0.478656909,0.466226617,0.447988462,0.432177359,0.419333932,0.406531287,0.395587737,0.385832214,0.389999675,0.384000658,0.384277118,0.379272424,0.379676597,0.376422857,0.377490044,0.376908517
PRT,UNFCCC_AI,Energy,CO2,39.4449283,41.39111294,45.5511086,44.08047604,44.8193775,48.43868133,45.64043367,48.21492209,52.73674624,60.00725525,58.59252697,58.93967983,63.23937049,58.18681591,60.47314411,62.79982615,58.44463493,55.36444418,53.44036851,52.31995037,47.85700948,47.18826379,45.75732646,43.63457272,43.05842762,47.45793844,46.29393325,50.28670936,47.51024253
PRT,UNFCCC_AI,Energy,N2O,0.496129902,0.506540994,0.519475003,0.542619093,0.571601743,0.62053078,0.658454719,0.689492669,0.724124234,0.811811765,0.821475556,0.829552233,0.714705671,0.692784162,0.727100684,0.725264145,0.695763122,0.681968871,0.678863621,0.632748224,0.611086311,0.578747898,0.542382958,0.50917237,0.513839403,0.555750216,0.556569497,0.60564718,0.582222789
PRT,UNFCCC_AI,Industrial Processes and Product Use,Aggregate F-gases,,,,,,0.119528024,0.14701305,0.208337398,0.276681294,0.360888832,0.443332493,0.55146658,0.684886221,0.82087864,0.938988239,1.106553947,1.28515349,1.520139373,1.769943914,1.963828685,2.146067289,2.316948673,2.48372719,2.659417063,2.789209185,2.946239166,3.102252858,3.308954768,3.454633345
PRT,UNFCCC_AI,Industrial Processes and Product Use,Aggregate GHGs,6.204873976,6.092650286,5.855220654,5.728773957,5.779596241,6.640589693,6.716671353,7.123021766,7.279938851,7.668739533,7.962321369,7.30441071,7.564351616,7.634508193,8.358664638,8.376123357,8.158818664,9.011703919,8.820842565,7.127506234,7.58648428,7.001436255,6.751353436,7.24436348,7.728614759,7.81359308,7.275976219,7.7682339,7.442230314
PRT,UNFCCC_AI,Industrial Processes and Product Use,CH4,0.027038599,0.020574325,0.023521474,0.022748922,0.024130118,0.023748948,0.020159297,0.028015848,0.027217431,0.026530689,0.027607714,0.021050594,0.022555639,0.025125244,0.030350011,0.029444903,0.02501357,0.030699027,0.022830307,0.018179319,0.026040056,0.024395641,0.015351125,0.021256241,0.025683432,0.02748366,0.027900457,0.028443207,0.017136362
PRT,UNFCCC_AI,Industrial Processes and Product Use,CO2,5.597099972,5.528147742,5.297009427,5.27031363,5.385908319,5.98089054,6.019834197,6.336945938,6.369303345,6.71321855,6.883512121,6.166197174,6.286690838,6.19791283,6.746128188,6.642702423,6.26706402,6.853836447,6.472158913,4.809430313,5.081296855,4.547157162,4.14805442,4.47067581,4.816156488,4.755751406,4.082210065,4.354400738,3.892468041
PRT,UNFCCC_AI,Industrial Processes and Product Use,N2O,0.580735405,0.543928219,0.534689752,0.435711405,0.369557804,0.516422181,0.529664809,0.549722583,0.606736782,0.568101463,0.607869041,0.565696362,0.570218918,0.590591479,0.6431982,0.597422084,0.581587583,0.607029073,0.55590943,0.336067916,0.333080081,0.11293478,0.104220701,0.093014365,0.097565653,0.084118848,0.063612839,0.076435187,0.077992566
PRT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1.148460729,1.054985657,-3.27037893,-4.333722002,-5.157698039,-4.676313334,-8.091799887,-8.984263907,-7.199781293,-8.456853871,-5.682216427,-8.622081536,-8.138728401,2.484532348,-7.219406958,1.486612266,-8.402425593,-12.20348304,-13.6503054,-13.4993435,-11.20192641,-11.06481095,-8.833435032,-8.014201901,-9.609989127,-8.652437809,-4.773200868,9.833288029,-6.287392334
PRT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CH4,0.299909736,0.400489622,0.125120362,0.109650401,0.169695533,0.372235929,0.19081429,0.073349096,0.446354026,0.161319286,0.333679644,0.26263867,0.289034856,0.932203137,0.266577104,0.838690046,0.174869102,0.066057104,0.03559091,0.1591438,0.266067431,0.15093818,0.271261624,0.336264815,0.045430245,0.139463012,0.328170193,1.258744713,0.09468947
PRT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CO2,0.271846419,0.077456163,-3.899413171,-4.924952267,-5.808305885,-5.566039787,-8.761650212,-9.51069884,-8.169120426,-9.081417254,-6.508786906,-9.359696015,-8.903869619,0.954555721,-7.949661593,0.08485926,-8.99822186,-12.64796699,-14.03713413,-14.03469763,-11.86592699,-11.59182087,-9.504912489,-8.764013455,-10.01275484,-9.158838045,-5.49640851,8.006436042,-6.713924943
PRT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",N2O,0.576704573,0.577039872,0.503913879,0.481579865,0.480912312,0.517490524,0.479036035,0.453085837,0.522985106,0.463244097,0.492890836,0.474975809,0.476106362,0.59777349,0.463677531,0.563062961,0.420927165,0.378426842,0.351237816,0.376210326,0.39793315,0.376071737,0.400215833,0.413546739,0.357335472,0.366937224,0.395037449,0.568107274,0.331843139
PRT,UNFCCC_AI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate F-gases,,,,,,0.119528024,0.14701305,0.208337398,0.276681294,0.360888832,0.443332493,0.55146658,0.684886221,0.82087864,0.938988239,1.106553947,1.28515349,1.520139373,1.769943914,1.963828685,2.146067289,2.316948673,2.48372719,2.659417063,2.789209185,2.946239166,3.102252858,3.308954768,3.454633345
PRT,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate GHGs,59.70706748,61.57409721,61.19270786,58.6051198,58.74834659,63.87037891,58.11447488,60.41738326,67.03831019,73.83326743,75.84595074,72.49925118,77.43533583,82.71438826,76.13115681,86.99017011,72.33090001,66.24565146,62.41593728,59.50027865,57.54793379,56.29124153,56.63310881,55.59692307,53.91027394,59.04596918,61.09262828,80.28033101,60.99288394
PRT,UNFCCC_AI,Total GHG emissions with LULUCF,CH4,9.8902422,10.11288109,9.887040985,9.93049399,10.11896821,10.4785015,10.48233288,10.55803251,11.13270404,11.084419,11.45500345,11.37721386,11.41634344,12.06245786,11.40134458,11.90600264,11.14242366,10.83219493,10.56723884,10.51106957,10.4196896,10.20075025,10.07765045,9.902647562,9.480984277,9.359486879,9.470422127,10.42694052,9.221109813
PRT,UNFCCC_AI,Total GHG emissions with LULUCF,CO2,45.35481827,47.03771347,46.9897556,44.46694334,44.43814216,48.88472593,42.94156997,45.08688905,50.96931396,57.68177579,59.01780137,55.78960888,60.65221308,65.37387047,59.30566381,69.56884157,55.76943298,49.63245598,45.9359284,43.16555803,41.12345025,40.20083296,40.4577111,39.39786944,37.93568021,43.13522237,44.95916156,62.72641205,44.76855622
PRT,UNFCCC_AI,Total GHG emissions with LULUCF,N2O,4.462007013,4.423502641,4.315911281,4.207682473,4.191236216,4.387623461,4.543558983,4.564124301,4.6596109,4.706183803,4.929813417,4.780961865,4.681893089,4.457181287,4.485160186,4.408771958,4.133889891,4.260861172,4.142826123,3.859822368,3.858726648,3.572709646,3.614020075,3.636989004,3.70440026,3.605020763,3.560791738,3.818023674,3.548584562
PRT,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate F-gases,,,,,,0.119528024,0.14701305,0.208337398,0.276681294,0.360888832,0.443332493,0.55146658,0.684886221,0.82087864,0.938988239,1.106553947,1.28515349,1.520139373,1.769943914,1.963828685,2.146067289,2.316948673,2.48372719,2.659417063,2.789209185,2.946239166,3.102252858,3.308954768,3.454633345
PRT,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate GHGs,58.55860675,60.51911155,64.46308679,62.9388418,63.90604463,68.54669224,66.20627477,69.40164717,74.23809148,82.2901213,81.52816717,81.12133272,85.57406423,80.22985591,83.35056377,85.50355784,80.7333256,78.4491345,76.06624268,72.99962215,68.7498602,67.35605248,65.46654384,63.61112497,63.52026307,67.69840699,65.86582915,70.44704298,67.28027628
PRT,UNFCCC_AI,Total GHG emissions without LULUCF,CH4,9.590332464,9.712391468,9.761920623,9.820843589,9.949272677,10.10626557,10.29151859,10.48468341,10.68635001,10.92309971,11.12132381,11.11457519,11.12730858,11.13025472,11.13476748,11.06731259,10.96755456,10.76613783,10.53164793,10.35192577,10.15362217,10.04981207,9.806388826,9.566382747,9.435554032,9.220023867,9.142251934,9.168195807,9.126420343
PRT,UNFCCC_AI,Total GHG emissions without LULUCF,CO2,45.08297185,46.96025731,50.88916877,49.39189561,50.24644805,54.45076572,51.70322018,54.59758789,59.13843439,66.76319304,65.52658828,65.1493049,69.5560827,64.41931475,67.2553254,69.48398231,64.76765484,62.28042297,59.97306253,57.20025566,52.98937724,51.79265383,49.96262359,48.1618829,47.94843505,52.29406042,50.45557007,54.71997601,51.48248117
