country,source,sector,gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AUS,UNFCCC_AI,Waste,N2O,0.312233687,0.321425642,0.330162951,0.338668347,0.339411562,0.341252524,0.350175593,0.367042211,0.377801809,0.385204868,0.392867407,0.400673471,0.408855708,0.41940812,0.428195989,0.436235215,0.447300853,0.45796183,0.48569335,0.473559457,0.468807556,0.483484258,0.528737104,0.519285518,0.572490365,0.621191942,0.669287372,0.672682728,0.648586765
AUT,UNFCCC_AI,Agriculture,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Agriculture,Aggregate GHGs,8.088508449,7.993475757,7.679916751,7.662772542,7.643042651,7.767559629,7.653897686,7.615598311,7.585198678,7.475730661,7.386866291,7.334334857,7.225948796,7.078439124,7.061029364,6.995751452,6.990948737,7.050169234,7.184895642,7.219474645,7.079648432,7.150424228,7.099917253,7.09096429,7.232823595,7.246135621,7.360922919,7.313778645,7.224351128
AUT,UNFCCC_AI,Agriculture,CH4,5.365859602,5.292177754,5.071108853,5.078801564,5.070490571,5.151852992,5.066670916,4.978115002,4.942255189,4.886923354,4.851371383,4.787260072,4.687627387,4.635190981,4.629969038,4.575257411,4.572243277,4.604359039,4.6034662,4.675465281,4.675314122,4.625810594,4.605147834,4.622902649,4.65477645,4.659927479,4.686282834,4.710199866,4.663383675
AUT,UNFCCC_AI,Agriculture,CO2,0.050076641,0.050067804,0.051834284,0.048312129,0.043413995,0.043623782,0.039664378,0.048631722,0.051219077,0.046941656,0.050972912,0.053495726,0.056713101,0.05903448,0.061311986,0.065381622,0.072992328,0.079812564,0.088169479,0.094114324,0.088174769,0.095509765,0.102524989,0.09684328,0.100583324,0.109904832,0.115094765,0.116047072,0.120392813
AUT,UNFCCC_AI,Agriculture,N2O,2.672572205,2.651230199,2.556973613,2.535658849,2.529138085,2.572082854,2.547562393,2.588851587,2.591724411,2.54186565,2.484521996,2.493579058,2.481608308,2.384213662,2.36974834,2.35511242,2.345713132,2.365997631,2.493259963,2.44989504,2.316159541,2.429103868,2.39224443,2.371218361,2.477463821,2.476303311,2.559545319,2.487531708,2.44057464
AUT,UNFCCC_AI,Energy,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Energy,Aggregate GHGs,52.81549612,56.4720736,51.84289228,52.18186288,51.81039245,54.35782388,58.43020264,57.02477219,56.86517918,55.73082001,55.29982392,59.46094257,60.68536382,66.32641924,66.33591077,67.00665353,64.07047686,60.77684153,59.83745128,56.73746059,59.4483371,57.12493479,54.91777959,55.16877752,51.38001873,53.03779002,54.16292416,56.01309329,54.69337566
AUT,UNFCCC_AI,Energy,CH4,1.211487169,1.089821523,1.067257349,1.007563795,0.834822781,0.856656752,0.834894475,0.772153183,0.753584004,0.755260018,0.740337472,0.7563196,0.724797176,0.718046877,0.678721426,0.645060079,0.658994718,0.65026089,0.636851826,0.635604661,0.677990908,0.644315547,0.665804431,0.6606216,0.607553206,0.613302742,0.615404587,0.648737404,0.577083058
AUT,UNFCCC_AI,Energy,CO2,51.1755183,54.91553169,50.32273075,50.71821992,50.52053223,53.03105185,57.09439887,55.75869955,55.61166215,54.4667172,54.04893258,58.17056518,59.42716059,65.05645746,65.1024258,65.78416025,62.81723097,59.52688871,58.59874697,55.51526604,58.15383049,55.86762503,53.63529082,53.88122907,50.16782238,51.80924829,52.9202297,54.72452621,53.48227034
AUT,UNFCCC_AI,Energy,N2O,0.428490654,0.466720387,0.452904177,0.456079164,0.455037444,0.470115277,0.500909294,0.493919459,0.499933026,0.50884279,0.51055387,0.534057796,0.533406049,0.551914898,0.554763536,0.577433205,0.594251173,0.599691928,0.601852485,0.586589883,0.616515705,0.61299421,0.616684344,0.626926845,0.604643146,0.615238988,0.627289876,0.639829675,0.634022269
AUT,UNFCCC_AI,Industrial Processes and Product Use,Aggregate F-gases,1.655832741,1.810647305,1.172381365,1.042788028,1.258994015,1.543347876,1.682281185,1.717535145,1.543391078,1.464712949,1.386529458,1.619273574,1.695148679,1.77078942,1.828330264,1.833394636,1.81381412,1.855143749,1.884804546,1.692681847,1.90369802,1.798890513,1.8635145,1.884668386,1.965438503,1.995987009,2.092356327,2.206588167,2.26594358
AUT,UNFCCC_AI,Industrial Processes and Product Use,Aggregate GHGs,13.66233863,13.69597586,12.05342048,12.00400422,12.73874184,13.60492033,13.05711525,14.21902163,13.86492374,13.64739732,14.61027321,14.48783871,15.12951384,15.27071574,14.80973011,15.63052381,16.28678715,16.96401875,17.29089492,13.91823856,15.92355534,15.96562122,15.56541656,15.88489529,16.00891531,16.58523231,16.38329273,17.20926506,15.61309391
AUT,UNFCCC_AI,Industrial Processes and Product Use,CH4,0.035103657,0.034895266,0.034104015,0.034896193,0.03524691,0.034583216,0.034847515,0.035099662,0.035826596,0.034810261,0.034878824,0.034224062,0.0350625,0.0348575,0.034955,0.036207325,0.047915,0.0475725,0.04707,0.04605,0.0466325,0.04686,0.04672,0.04907,0.04678,0.046895,0.046545,0.04651,0.04563
AUT,UNFCCC_AI,Industrial Processes and Product Use,CO2,10.87118623,10.73556888,9.818376291,9.858090687,10.42770514,10.97947378,10.27609304,11.41369228,11.20018799,11.03666292,12.05058241,11.86613907,12.42248846,12.42636002,12.49825285,13.33049005,13.99784523,14.6476785,14.89533237,11.88046371,13.76778362,13.93305451,13.46922857,13.76556519,13.81396976,14.36203143,14.074889,14.78623433,13.11496262
AUT,UNFCCC_AI,Industrial Processes and Product Use,N2O,1.100216,1.114864415,1.028558811,1.068229311,1.01679577,1.047515453,1.063893507,1.052694537,1.085518078,1.111211191,1.13828252,0.968202,0.9768142,1.0387088,0.448192,0.430431796,0.4272128,0.413624,0.463688,0.299043,0.2054412,0.1868162,0.18595349,0.185591718,0.182727044,0.180318876,0.1695024,0.169932563,0.186557715
AUT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,-11.98844484,-16.69001948,-11.66254057,-11.95707735,-11.83014733,-13.13840578,-10.54932368,-19.06102506,-17.18878491,-19.49321714,-16.3914443,-19.23406806,-14.22687492,-4.834258665,-9.152022413,-10.62214149,-5.158699701,-5.397862855,-4.157733954,-4.448810146,-5.777060844,-6.004824555,-5.347515342,-4.396235546,-4.602885554,-4.439012365,-4.270884285,-4.851859049,-5.15266901
AUT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CH4,0.024252083,0.023910087,0.024093881,0.024047351,0.02392172,0.023861231,0.023854251,0.023833313,0.024003147,0.023805395,0.023884496,0.023842619,0.024233471,0.024212532,0.023826333,0.023858904,0.023958944,0.023872863,0.023903108,0.023917067,0.023900781,0.023889149,0.02391474,0.023997098,0.023917532,0.024109468,0.023831684,0.023870537,0.023947311
AUT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CO2,-12.15659679,-16.859948,-11.8352027,-12.13209731,-12.00302311,-13.30824537,-10.71621371,-19.22494018,-17.35006541,-19.65334423,-16.55088125,-19.39262327,-14.38559712,-4.99253038,-9.308725391,-10.77827093,-5.315178471,-5.554407058,-4.315590947,-4.607330351,-5.935637989,-6.163075773,-5.506261269,-4.554485695,-4.761009533,-4.599185143,-4.430706451,-5.011211704,-5.311243895
AUT,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",N2O,0.143899867,0.146018437,0.14856825,0.150972614,0.148954058,0.145978362,0.143035775,0.140081808,0.137277355,0.1363217,0.135552456,0.134712598,0.134488725,0.134059183,0.132876644,0.132270532,0.132519826,0.132671339,0.133953886,0.134603139,0.134676364,0.134362069,0.134831187,0.134253051,0.134206447,0.13606331,0.135990482,0.135482118,0.134627574
AUT,UNFCCC_AI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate F-gases,1.655832741,1.810647305,1.172381365,1.042788028,1.258994015,1.543347876,1.682281185,1.717535145,1.543391078,1.464712949,1.386529458,1.619273574,1.695148679,1.77078942,1.828330264,1.833394636,1.81381412,1.855143749,1.884804546,1.692681847,1.90369802,1.798890513,1.8635145,1.884668386,1.965438503,1.995987009,2.092356327,2.206588167,2.26594358
AUT,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate GHGs,66.50416708,65.46711974,63.86145703,63.81397695,64.18668034,66.2445843,72.05617143,63.11493099,64.32317729,60.43785771,63.87054253,64.91744141,71.68004095,86.71097935,81.98778309,81.80512734,84.86412983,81.93990594,82.59002314,75.71431984,78.83577821,76.28206282,74.18127145,75.57573988,71.74312131,74.07077104,75.19640677,77.17149867,73.79766682
AUT,UNFCCC_AI,Total GHG emissions with LULUCF,CH4,10.4157122,10.29050282,10.00574638,9.921457015,9.631479428,9.554266873,9.251482857,8.949232604,8.769771823,8.588568833,8.416989804,8.258500151,8.117851559,8.054494357,8.057615233,7.823801732,7.724192256,7.619007686,7.493397379,7.41705639,7.332558509,7.132348497,7.030651227,6.931094303,6.801363398,6.726166071,6.666439974,6.649977454,6.462579119
AUT,UNFCCC_AI,Total GHG emissions with LULUCF,CO2,49.96810392,48.86558511,48.36886582,48.50332183,48.99941626,50.75701445,56.70537538,48.00783858,49.52508142,45.90937754,49.61200665,50.7099767,57.53316503,72.56172158,68.36566525,68.414161,71.58315005,68.70818071,69.27281387,62.88661773,66.07620289,63.73516553,61.70283511,63.19120385,59.32341793,61.6840514,62.68155901,64.61764791,61.40843387
AUT,UNFCCC_AI,Total GHG emissions with LULUCF,N2O,4.464518221,4.500384512,4.314463459,4.346410077,4.296790637,4.389955098,4.417032001,4.440324664,4.484932976,4.475198384,4.455016618,4.329690985,4.333875677,4.323973987,3.736172346,3.733769974,3.742973399,3.757573795,3.939007343,3.717963873,3.523318787,3.615658279,3.584270609,3.568773338,3.652901473,3.664566555,3.756051459,3.697285146,3.660710249
AUT,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate F-gases,1.655832741,1.810647305,1.172381365,1.042788028,1.258994015,1.543347876,1.682281185,1.717535145,1.543391078,1.464712949,1.386529458,1.619273574,1.695148679,1.77078942,1.828330264,1.833394636,1.81381412,1.855143749,1.884804546,1.692681847,1.90369802,1.798890513,1.8635145,1.884668386,1.965438503,1.995987009,2.092356327,2.206588167,2.26594358
AUT,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate GHGs,78.49261192,82.15713922,75.5239976,75.7710543,76.01682767,79.38299008,82.60549511,82.17595605,81.5119622,79.93107485,80.26198683,84.15150947,85.90691587,91.54523802,91.1398055,92.42726883,90.02282953,87.3377688,86.74775709,80.16312999,84.61283905,82.28688738,79.52878679,79.97197543,76.34600686,78.50978341,79.46729106,82.02335772,78.95033583
AUT,UNFCCC_AI,Total GHG emissions without LULUCF,CH4,10.39146012,10.26659273,9.981652499,9.897409664,9.607557708,9.530405642,9.227628606,8.925399291,8.745768676,8.564763438,8.393105308,8.234657532,8.093618088,8.030281825,8.0337889,7.799942828,7.700233312,7.595134823,7.469494271,7.393139323,7.308657728,7.108459348,7.006736487,6.907097205,6.777445866,6.702056603,6.64260829,6.626106917,6.438631808
AUT,UNFCCC_AI,Total GHG emissions without LULUCF,CO2,62.12470071,65.72553311,60.20406852,60.63541914,61.00243937,64.06525982,67.42158909,67.23277876,66.87514683,65.56272177,66.1628879,70.10259997,71.91876215,77.55425196,77.67439064,79.19243193,76.89832852,74.26258777,73.58840482,67.49394808,72.01184088,69.8982413,67.20909638,67.74568955,64.08442746,66.28323654,67.11226546,69.62885961,66.71967777
AUT,UNFCCC_AI,Total GHG emissions without LULUCF,N2O,4.320618354,4.354366075,4.165895209,4.195437463,4.147836579,4.243976736,4.273996226,4.300242856,4.347655621,4.338876684,4.319464162,4.194978387,4.199386952,4.189914804,3.603295702,3.601499442,3.610453573,3.624902456,3.805053457,3.583360734,3.388642423,3.48129621,3.449439422,3.434520287,3.518695026,3.528503245,3.620060977,3.561803028,3.526082674
AUT,UNFCCC_AI,Waste,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,UNFCCC_AI,Waste,Aggregate GHGs,3.926268718,3.995613999,3.947768091,3.922414651,3.824650726,3.652686235,3.464279532,3.316563917,3.196660593,3.077126858,2.965023407,2.868393331,2.86608942,2.869663911,2.933135261,2.794340034,2.674616785,2.54673929,2.434515254,2.287956193,2.161298175,2.04590714,1.94567338,1.827338319,1.724249226,1.640625451,1.560151251,1.487220731,1.419515125
AUT,UNFCCC_AI,Waste,CH4,3.779009684,3.849698185,3.809182283,3.776148112,3.666997445,3.487312682,3.291215699,3.140031444,3.014102888,2.887769805,2.76651763,2.656853798,2.646131026,2.642186467,2.690143435,2.543418013,2.421080317,2.292942394,2.182106245,2.036019381,1.908720198,1.791473208,1.689064222,1.574502956,1.468336211,1.381931382,1.294375869,1.220659648,1.152535075
AUT,UNFCCC_AI,Waste,CO2,0.02791954,0.02436474,0.0111272,0.0107964,0.010788,0.0111104,0.0114328,0.0117552,0.0120776,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.01026,0.008208,0.006156,0.004104,0.002052,0.002052,0.002052,0.002052,0.002052,0.002052,0.002052,0.002052,0.002052
AUT,UNFCCC_AI,Waste,N2O,0.119339494,0.121551074,0.127458607,0.135470138,0.146865281,0.154263153,0.161631033,0.164777273,0.170480106,0.176957053,0.186105777,0.199139533,0.207558394,0.215077445,0.230591826,0.238522021,0.243276468,0.245588896,0.246253009,0.247832811,0.250525977,0.252381933,0.254557159,0.250783363,0.253861015,0.256642069,0.263723382,0.264509083,0.26492805
BEL,UNFCCC_AI,Agriculture,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,Agriculture,Aggregate GHGs,12.24294502,12.1199259,12.11019538,12.23878563,12.10622494,12.32099089,12.22235029,12.22090646,12.02097065,12.21139467,11.34697448,11.12228407,10.99373993,10.61255766,10.56647716,10.35888746,10.12315142,10.28072456,10.14974794,10.26592371,10.21587786,10.10464409,9.884866786,9.900539906,10.10829132,10.11027297,9.979465188,10.10491589,9.960877395
BEL,UNFCCC_AI,Agriculture,CH4,6.709270374,6.644061841,6.608123004,6.6996588,6.686224375,6.762805532,6.695464911,6.623524019,6.611279748,6.631770359,6.365781838,6.346278666,6.153325716,5.947542676,5.901851358,5.826156193,5.791884023,5.889037253,5.84356043,5.875760513,5.903055067,5.836548838,5.769500784,5.733832355,5.792864113,5.870501477,5.898981145,5.79327473,5.81232567
BEL,UNFCCC_AI,Agriculture,CO2,0.178355883,0.177682133,0.17588435,0.174073756,0.178764175,0.178127273,0.176378511,0.17544926,0.174610937,0.174226734,0.169043227,0.1675326,0.167486588,0.164112524,0.16441886,0.164270541,0.163049021,0.163543289,0.161250674,0.166247116,0.172066033,0.172531419,0.171737642,0.177660341,0.186187673,0.188727089,0.191124469,0.191404288,0.190469294
BEL,UNFCCC_AI,Agriculture,N2O,5.355318768,5.298181923,5.326188022,5.36505307,5.24123639,5.38005809,5.350506866,5.421933179,5.235079964,5.405397576,4.812149414,4.608472801,4.672927622,4.50090246,4.500206938,4.368460726,4.168218376,4.228144013,4.14493684,4.22391608,4.14075676,4.095563833,3.94362836,3.98904721,4.129239531,4.051044405,3.889359574,4.120236876,3.958082431
BEL,UNFCCC_AI,Energy,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,Energy,Aggregate GHGs,103.793074,107.4622396,105.8412648,105.7120897,107.4213157,107.7356145,112.0801529,106.2624274,110.6514323,105.3394371,106.1836771,106.6416161,106.9794108,108.1027594,107.9244765,105.7761397,104.0221395,101.8846157,101.5395936,94.86487569,99.54094085,89.95121703,89.13986974,88.84495024,82.84680149,86.9478482,85.4164937,85.14203359,85.55990018
BEL,UNFCCC_AI,Energy,CH4,1.601305892,1.483401062,1.335099542,1.363546024,1.207400196,1.207642276,1.210539885,1.130611611,1.092399879,1.07890822,1.052067845,1.056691882,1.00390845,1.006317884,1.001745728,1.015460179,1.020320703,1.018139559,1.049179153,1.077906108,1.190776912,1.062109943,1.056842975,1.101240449,1.000481997,1.068356213,1.072188433,1.054826503,1.045723171
BEL,UNFCCC_AI,Energy,CO2,101.627802,105.3938962,103.9185085,103.7613037,105.592612,105.9028746,110.2057943,104.4633449,108.8757135,103.5921476,104.4305494,104.9039171,105.2984742,106.3953102,106.2102726,104.166574,102.3994762,100.2117268,99.74303847,93.12433385,97.64113177,88.20322147,87.35971782,87.07395732,81.19678588,85.1188989,83.69520179,83.43750196,83.77934782
BEL,UNFCCC_AI,Energy,N2O,0.56396614,0.584942388,0.587656702,0.587239991,0.621303522,0.625097601,0.663818759,0.668470942,0.68331893,0.668381322,0.70105985,0.681007124,0.677028157,0.70113132,0.712458194,0.594105554,0.602342667,0.654749359,0.747376001,0.662635723,0.709032164,0.685885616,0.723308942,0.669752478,0.649533615,0.760593092,0.649103478,0.649705131,0.734829191
BEL,UNFCCC_AI,Industrial Processes and Product Use,Aggregate F-gases,3.813347341,3.636456681,4.46580426,4.31277803,5.109177227,5.545697759,5.413698306,2.779616752,2.012785776,1.523641746,1.7304627,1.637877435,1.673579492,2.006646404,2.197125893,2.811382061,2.812163399,3.205466983,3.6124928,3.390638438,3.373350192,3.831344484,3.794794095,3.891989423,4.103742059,4.274619599,4.501756445,4.63820133,4.69687986
BEL,UNFCCC_AI,Industrial Processes and Product Use,Aggregate GHGs,26.03966904,25.06912264,26.17852744,25.35278287,28.31163905,29.93791805,29.47172917,26.77274081,27.90467743,27.0341038,28.22450592,26.83356514,26.65233898,26.50728049,27.54797674,27.06182634,26.21013911,24.63510201,25.22985296,19.31854661,22.05761754,21.43720724,19.68987321,20.37163327,20.60513294,20.75969354,21.29107833,21.26393144,21.55476202
BEL,UNFCCC_AI,Industrial Processes and Product Use,CH4,0.013679719,0.01261204,0.010809569,0.011910004,0.013118048,0.014073677,0.013839278,0.014583445,0.017640224,0.017222175,0.016601753,0.019061325,0.021962857,0.023097065,0.034857079,0.072601194,0.083846744,0.091003502,0.073395708,0.026433551,0.026392084,0.016781812,0.022749205,0.020406317,0.029852217,0.022043509,0.030202027,0.023104268,0.023880452
BEL,UNFCCC_AI,Industrial Processes and Product Use,CO2,18.2036862,17.50931016,18.10088168,17.19233851,18.8543346,19.70397115,18.94137947,19.18502043,21.02489653,20.79696892,21.93175553,20.8037101,20.99579592,21.26376529,21.92958607,20.78610934,20.73497215,19.385884,19.60102141,13.85292721,16.06631637,16.14222744,14.37971845,15.11271755,15.20805406,15.38208641,15.67251637,15.53454552,15.95377806
BEL,UNFCCC_AI,Industrial Processes and Product Use,N2O,4.00895578,3.91074376,3.601031929,3.835756331,4.335009179,4.67417547,5.102812111,4.793520186,4.849354892,4.696270958,4.545685934,4.372916285,3.961000708,3.213771727,3.386407705,3.391733751,2.579156813,1.952747528,1.942943048,2.048547407,2.591558899,1.446853507,1.492611459,1.346519973,1.263484608,1.08094402,1.086603494,1.068080328,0.880223645
BEL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,-3.237683946,-2.771100501,-2.591141299,-2.608500113,-2.354497586,-2.588462662,-2.545130957,-2.327214816,-2.881027372,-2.121419684,-1.754724281,-1.700262077,-1.71155432,-1.668382777,-1.580063102,-1.567427399,-1.556101464,-1.350954933,-1.099921479,-1.126341922,-0.701848853,-0.617401518,-0.713244033,-1.23152991,-1.211526314,-1.262349187,-1.024944105,-1.022232909,-1.01462132
BEL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CH4,0.000571406,0.000575474,0.000488047,0.000568672,0.000473453,0.0000312,0.027223987,0.000287208,0.000436503,0.0000878,0.00000223,0.0000279,0.000261807,0.000160721,,0.000000846,0.00000342,0.0000393,,,,0.008764881,,,,,,,
BEL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CO2,-3.249054988,-2.786604855,-2.60995819,-2.632180959,-2.381445854,-2.615507268,-2.826397322,-2.365001486,-2.92441114,-2.165841617,-1.802624624,-1.75268402,-1.770432514,-1.730657532,-1.645206418,-1.636945227,-1.630030013,-1.429621243,-1.182653798,-1.213519346,-0.794348054,-0.794311234,-0.813415134,-1.332520349,-1.313355332,-1.365053666,-1.127022645,-1.123738641,-1.115598497
BEL,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",N2O,0.010799636,0.01492888,0.018328843,0.023112174,0.026474814,0.027013454,0.254042378,0.037499462,0.042947265,0.044334153,0.047898111,0.052394017,0.058616387,0.062114033,0.065143316,0.069516982,0.073925131,0.078626967,0.08273232,0.087177424,0.092499201,0.168144835,0.100171101,0.100990439,0.101829018,0.102704479,0.102078541,0.101505732,0.100977177
BEL,UNFCCC_AI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate F-gases,3.813347341,3.636456681,4.46580426,4.31277803,5.109177227,5.545697759,5.413698306,2.779616752,2.012785776,1.523641746,1.7304627,1.637877435,1.673579492,2.006646404,2.197125893,2.811382061,2.812163399,3.205466983,3.6124928,3.390638438,3.373350192,3.831344484,3.794794095,3.891989423,4.103742059,4.274619599,4.501756445,4.63820133,4.69687986
BEL,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate GHGs,143.1730728,146.3662698,146.1461429,145.1326435,150.0066162,151.9075011,155.6395635,147.3935782,152.0167997,146.5263357,147.9499073,146.4141918,146.4455517,146.7509496,147.693538,144.6845604,141.8357827,138.4390143,138.5994133,125.9253345,133.6140065,123.1651104,120.20926,119.7177845,114.0042467,118.156045,117.1474923,116.9828717,117.4411167
BEL,UNFCCC_AI,Total GHG emissions with LULUCF,CH4,12.21575651,12.1792467,12.0997299,12.04694875,12.09244815,12.16812937,12.03686766,11.89821483,11.73151742,11.47269691,11.0274528,10.57668962,10.14025524,9.569133912,9.517352387,9.270778842,9.169312219,9.109285505,8.911077527,8.846083851,8.794357034,8.53958357,8.3921301,8.236656142,8.118957929,8.127371487,8.101186884,7.932116317,7.848735269
BEL,UNFCCC_AI,Total GHG emissions with LULUCF,CO2,117.0602879,120.5954775,119.897884,118.8120236,122.4354585,123.3409654,126.6701829,121.6367628,127.3026986,122.5530567,124.9326716,124.3320004,125.1081496,126.5446072,127.1600859,124.0247424,122.2757273,119.0665403,119.0202085,106.5298473,113.7666821,104.2517466,101.6153396,101.3418838,95.49796774,99.61629039,98.67992176,98.33253663,99.09223748
BEL,UNFCCC_AI,Total GHG emissions with LULUCF,N2O,10.08368111,9.955088992,9.682724684,9.960893088,10.36953231,10.8527086,11.51881462,11.07898375,10.96979791,10.97694037,10.25932017,9.867624345,9.523567364,8.630562099,8.818973824,8.577657069,7.578579869,7.057721517,7.055634505,7.158764846,7.679617108,6.542435821,6.406996179,6.247255169,6.283578993,6.137763564,5.864627187,6.080017398,5.803264117
BEL,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate F-gases,3.813347341,3.636456681,4.46580426,4.31277803,5.109177227,5.545697759,5.413698306,2.779616752,2.012785776,1.523641746,1.7304627,1.637877435,1.673579492,2.006646404,2.197125893,2.811382061,2.812163399,3.205466983,3.6124928,3.390638438,3.373350192,3.831344484,3.794794095,3.891989423,4.103742059,4.274619599,4.501756445,4.63820133,4.69687986
BEL,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate GHGs,146.4107567,149.1373703,148.7372842,147.7411436,152.3611138,154.4959638,158.1846945,149.720793,154.8978271,148.6477554,149.7046316,148.1144539,148.157106,148.4193324,149.2736011,146.2519878,143.3918842,139.7899692,139.6993348,127.0516764,134.3158554,123.7825119,120.922504,120.9493144,115.215773,119.4183942,118.1724364,118.0051046,118.455738
BEL,UNFCCC_AI,Total GHG emissions without LULUCF,CH4,12.2151851,12.17867123,12.09924185,12.04638008,12.0919747,12.16809817,12.00964367,11.89792762,11.73108092,11.47260911,11.02745057,10.57666172,10.13999343,9.568973191,9.517352387,9.270777996,9.169308799,9.109246205,8.911077527,8.846083851,8.794357034,8.530818689,8.3921301,8.236656142,8.118957929,8.127371487,8.101186884,7.932116317,7.848735269
BEL,UNFCCC_AI,Total GHG emissions without LULUCF,CO2,120.3093429,123.3820824,122.5078422,121.4442046,124.8169044,125.9564727,129.4965802,124.0017643,130.2271097,124.7188983,126.7352962,126.0846844,126.8785821,128.2752647,128.8052923,125.6616876,123.9057573,120.4961615,120.2028623,107.7433666,114.5610302,105.0460578,102.4287547,102.6744041,96.81132307,100.9813441,99.80694441,99.45627527,100.207836
